"prot_id" "length" "nr_p"
"17217" "ENSP00000435648" 956 45
"17218" "ENSP00000435770" 181 21
"17219" "ENSP00000435777" 151 8
"17220" "ENSP00000435835" 322 14
"17221" "ENSP00000435926" 512 24
"17222" "ENSP00000435954" 500 17
"17223" "ENSP00000436004" 315 12
"17224" "ENSP00000436005" 219 10
"17225" "ENSP00000436042" 950 65
"17226" "ENSP00000436047" 333 19
"17227" "ENSP00000436049" 374 7
"17228" "ENSP00000436126" 122 4
"17229" "ENSP00000436152" 189 7
"17230" "ENSP00000436212" 371 22
"17231" "ENSP00000436262" 612 21
"17232" "ENSP00000436318" 274 11
"17233" "ENSP00000436376" 163 8
"17234" "ENSP00000436424" 311 13
"17235" "ENSP00000436426" 937 70
"17236" "ENSP00000436450" 309 9
"17237" "ENSP00000436453" 324 15
"17238" "ENSP00000436455" 420 15
"17239" "ENSP00000436552" 1437 176
"17240" "ENSP00000436557" 936 62
"17241" "ENSP00000436580" 279 36
"17242" "ENSP00000436585" 307 9
"17243" "ENSP00000436596" 115 5
"17244" "ENSP00000436604" 578 29
"17245" "ENSP00000436607" 185 14
"17246" "ENSP00000436621" 216 21
"17247" "ENSP00000436679" 619 36
"17248" "ENSP00000436682" 107 9
"17249" "ENSP00000436691" 90 2
"17250" "ENSP00000436714" 387 17
"17251" "ENSP00000436767" 339 20
"17252" "ENSP00000436768" 445 42
"17253" "ENSP00000436773" 2235 111
"17254" "ENSP00000436785" 374 11
"17255" "ENSP00000436786" 3972 358
"17256" "ENSP00000436812" 5762 567
"17257" "ENSP00000436836" 275 13
"17258" "ENSP00000436848" 263 25
"17259" "ENSP00000436881" 343 46
"17260" "ENSP00000436891" 279 36
"17261" "ENSP00000436897" 60 4
"17262" "ENSP00000436901" 391 27
"17263" "ENSP00000436926" 1324 110
"17264" "ENSP00000436975" 608 49
"17265" "ENSP00000437041" 276 26
"17266" "ENSP00000437073" 2054 62
"17267" "ENSP00000437082" 390 17
"17268" "ENSP00000437121" 750 42
"17269" "ENSP00000437188" 1701 83
"17270" "ENSP00000437256" 1922 113
"17271" "ENSP00000437271" 1729 177
"17272" "ENSP00000437289" 321 35
"17273" "ENSP00000437402" 434 15
"17274" "ENSP00000437409" 118 6
"17275" "ENSP00000437464" 701 61
"17276" "ENSP00000437468" 439 26
"17277" "ENSP00000437489" 666 39
"17278" "ENSP00000437532" 331 22
"17279" "ENSP00000437550" 1130 120
"17280" "ENSP00000437554" 1182 103
"17281" "ENSP00000437563" 240 11
"17282" "ENSP00000437590" 544 16
"17283" "ENSP00000437616" 705 23
"17284" "ENSP00000437621" 147 24
"17285" "ENSP00000437629" 347 15
"17286" "ENSP00000437635" 588 21
"17287" "ENSP00000437737" 471 14
"17288" "ENSP00000437738" 1003 82
"17289" "ENSP00000437775" 1711 214
"17290" "ENSP00000437783" 332 9
"17291" "ENSP00000437790" 828 55
"17292" "ENSP00000437803" 252 16
"17293" "ENSP00000437812" 169 8
"17294" "ENSP00000437832" 438 30
"17295" "ENSP00000437849" 1642 72
"17296" "ENSP00000437872" 838 48
"17297" "ENSP00000437910" 24 2
"17298" "ENSP00000437940" 557 57
"17299" "ENSP00000437955" 850 51
"17300" "ENSP00000437957" 1180 91
"17301" "ENSP00000437968" 2046 90
"17302" "ENSP00000438038" 233 10
"17303" "ENSP00000438040" 441 10
"17304" "ENSP00000438042" 415 19
"17305" "ENSP00000438085" 723 80
"17306" "ENSP00000438113" 248 12
"17307" "ENSP00000438115" 275 9
"17308" "ENSP00000438144" 352 14
"17309" "ENSP00000438204" 92 4
"17310" "ENSP00000438205" 431 28
"17311" "ENSP00000438209" 376 40
"17312" "ENSP00000438244" 207 5
"17313" "ENSP00000438248" 323 8
"17314" "ENSP00000438262" 1221 85
"17315" "ENSP00000438264" 560 34
"17316" "ENSP00000438273" 710 20
"17317" "ENSP00000438284" 789 29
"17318" "ENSP00000438293" 318 18
"17319" "ENSP00000438346" 208 11
"17320" "ENSP00000438349" 125 9
"17321" "ENSP00000438388" 1791 107
"17322" "ENSP00000438399" 379 36
"17323" "ENSP00000438400" 220 8
"17324" "ENSP00000438455" 98 1
"17325" "ENSP00000438465" 289 21
"17326" "ENSP00000438468" 494 17
"17327" "ENSP00000438483" 529 26
"17328" "ENSP00000438492" 281 14
"17329" "ENSP00000438507" 210 12
"17330" "ENSP00000438526" 583 36
"17331" "ENSP00000438527" 810 57
"17332" "ENSP00000438547" 295 37
"17333" "ENSP00000438553" 129 5
"17334" "ENSP00000438615" 705 44
"17335" "ENSP00000438689" 678 30
"17336" "ENSP00000438748" 991 85
"17337" "ENSP00000438757" 221 38
"17338" "ENSP00000438788" 1782 106
"17339" "ENSP00000438815" 318 12
"17340" "ENSP00000438863" 411 23
"17341" "ENSP00000438875" 507 32
"17342" "ENSP00000438886" 531 17
"17343" "ENSP00000438949" 520 29
"17344" "ENSP00000438993" 469 50
"17345" "ENSP00000439012" 104 5
"17346" "ENSP00000439017" 554 17
"17347" "ENSP00000439056" 633 32
"17348" "ENSP00000439065" 732 28
"17349" "ENSP00000439068" 199 10
"17350" "ENSP00000439120" 373 46
"17351" "ENSP00000439128" 97 2
"17352" "ENSP00000439170" 578 27
"17353" "ENSP00000439182" 1022 35
"17354" "ENSP00000439189" 1075 45
"17355" "ENSP00000439228" 24 2
"17356" "ENSP00000439244" 954 112
"17357" "ENSP00000439250" 623 38
"17358" "ENSP00000439281" 286 11
"17359" "ENSP00000439287" 270 13
"17360" "ENSP00000439378" 375 22
"17361" "ENSP00000439402" 610 23
"17362" "ENSP00000439403" 125 8
"17363" "ENSP00000439427" 667 47
"17364" "ENSP00000439435" 555 21
"17365" "ENSP00000439444" 164 5
"17366" "ENSP00000439454" 271 20
"17367" "ENSP00000439467" 344 29
"17368" "ENSP00000439479" 3048 144
"17369" "ENSP00000439513" 379 39
"17370" "ENSP00000439534" 165 12
"17371" "ENSP00000439585" 945 110
"17372" "ENSP00000439601" 1152 67
"17373" "ENSP00000439625" 1085 83
"17374" "ENSP00000439666" 24 2
"17375" "ENSP00000439689" 1220 147
"17376" "ENSP00000439768" 158 4
"17377" "ENSP00000439782" 418 18
"17378" "ENSP00000439807" 2041 106
"17379" "ENSP00000439856" 916 129
"17380" "ENSP00000439913" 507 27
"17381" "ENSP00000439937" 361 14
"17382" "ENSP00000439985" 24 0
"17383" "ENSP00000440005" 181 3
"17384" "ENSP00000440038" 381 18
"17385" "ENSP00000440045" 1042 48
"17386" "ENSP00000440077" 612 46
"17387" "ENSP00000440125" 933 63
"17388" "ENSP00000440163" 332 10
"17389" "ENSP00000440167" 217 4
"17390" "ENSP00000440185" 254 12
"17391" "ENSP00000440190" 744 50
"17392" "ENSP00000440207" 761 49
"17393" "ENSP00000440222" 458 6
"17394" "ENSP00000440246" 604 35
"17395" "ENSP00000440272" 34 1
"17396" "ENSP00000440273" 675 62
"17397" "ENSP00000440288" 766 26
"17398" "ENSP00000440331" 80 6
"17399" "ENSP00000440365" 351 13
"17400" "ENSP00000440374" 1125 48
"17401" "ENSP00000440396" 239 8
"17402" "ENSP00000440402" 970 55
"17403" "ENSP00000440428" 213 10
"17404" "ENSP00000440440" 1278 129
"17405" "ENSP00000440464" 665 20
"17406" "ENSP00000440485" 223 9
"17407" "ENSP00000440498" 386 25
"17408" "ENSP00000440504" 744 47
"17409" "ENSP00000440509" 161 15
"17410" "ENSP00000440556" 912 51
"17411" "ENSP00000440594" 500 32
"17412" "ENSP00000440626" 250 17
"17413" "ENSP00000440638" 145 7
"17414" "ENSP00000440643" 858 31
"17415" "ENSP00000440674" 1004 93
"17416" "ENSP00000440689" 493 35
"17417" "ENSP00000440703" 1133 184
"17418" "ENSP00000440704" 562 49
"17419" "ENSP00000440765" 205 21
"17420" "ENSP00000440832" 233 17
"17421" "ENSP00000440847" 721 64
"17422" "ENSP00000440864" 652 69
"17423" "ENSP00000440896" 536 19
"17424" "ENSP00000440915" 583 23
"17425" "ENSP00000440945" 424 16
"17426" "ENSP00000440982" 757 42
"17427" "ENSP00000440984" 1101 61
"17428" "ENSP00000441000" 1093 92
"17429" "ENSP00000441028" 170 7
"17430" "ENSP00000441032" 724 52
"17431" "ENSP00000441039" 549 21
"17432" "ENSP00000441065" 500 28
"17433" "ENSP00000441126" 76 8
"17434" "ENSP00000441140" 1167 50
"17435" "ENSP00000441158" 1640 56
"17436" "ENSP00000441197" 458 15
"17437" "ENSP00000441214" 1123 93
"17438" "ENSP00000441235" 764 36
"17439" "ENSP00000441269" 748 25
"17440" "ENSP00000441283" 230 10
"17441" "ENSP00000441354" 307 14
"17442" "ENSP00000441365" 173 13
"17443" "ENSP00000441381" 752 63
"17444" "ENSP00000441405" 261 8
"17445" "ENSP00000441410" 682 34
"17446" "ENSP00000441417" 614 40
"17447" "ENSP00000441434" 264 14
"17448" "ENSP00000441497" 392 13
"17449" "ENSP00000441543" 685 27
"17450" "ENSP00000441600" 376 15
"17451" "ENSP00000441624" 309 6
"17452" "ENSP00000441641" 585 104
"17453" "ENSP00000441685" 204 9
"17454" "ENSP00000441691" 1153 55
"17455" "ENSP00000441726" 518 22
"17456" "ENSP00000441755" 520 28
"17457" "ENSP00000441765" 177 8
"17458" "ENSP00000441786" 208 9
"17459" "ENSP00000441802" 1072 64
"17460" "ENSP00000441823" 1300 160
"17461" "ENSP00000441828" 348 17
"17462" "ENSP00000441831" 1198 106
"17463" "ENSP00000441832" 415 20
"17464" "ENSP00000441838" 647 22
"17465" "ENSP00000441858" 3037 151
"17466" "ENSP00000441875" 299 10
"17467" "ENSP00000441913" 1731 74
"17468" "ENSP00000441927" 492 16
"17469" "ENSP00000441929" 5335 492
"17470" "ENSP00000441930" 214 12
"17471" "ENSP00000441949" 317 4
"17472" "ENSP00000441953" 436 13
"17473" "ENSP00000441954" 465 47
"17474" "ENSP00000441980" 416 19
"17475" "ENSP00000442046" 882 42
"17476" "ENSP00000442050" 407 21
"17477" "ENSP00000442053" 960 50
"17478" "ENSP00000442068" 268 38
"17479" "ENSP00000442129" 251 27
"17480" "ENSP00000442157" 282 49
"17481" "ENSP00000442159" 24 0
"17482" "ENSP00000442291" 546 46
"17483" "ENSP00000442304" 354 43
"17484" "ENSP00000442307" 904 33
"17485" "ENSP00000442308" 705 37
"17486" "ENSP00000442318" 1230 57
"17487" "ENSP00000442336" 1001 70
"17488" "ENSP00000442373" 382 18
"17489" "ENSP00000442382" 835 55
"17490" "ENSP00000442397" 599 36
"17491" "ENSP00000442400" 240 14
"17492" "ENSP00000442424" 179 5
"17493" "ENSP00000442439" 240 32
"17494" "ENSP00000442453" 360 20
"17495" "ENSP00000442460" 451 23
"17496" "ENSP00000442464" 448 26
"17497" "ENSP00000442477" 505 22
"17498" "ENSP00000442478" 398 30
"17499" "ENSP00000442515" 439 17
"17500" "ENSP00000442521" 160 10
"17501" "ENSP00000442563" 485 22
"17502" "ENSP00000442573" 642 60
"17503" "ENSP00000442600" 895 109
"17504" "ENSP00000442626" 351 125
"17505" "ENSP00000442656" 546 23
"17506" "ENSP00000442682" 385 22
"17507" "ENSP00000442688" 557 30
"17508" "ENSP00000442699" 755 28
"17509" "ENSP00000442736" 1932 159
"17510" "ENSP00000442747" 121 8
"17511" "ENSP00000442770" 323 12
"17512" "ENSP00000442786" 167 6
"17513" "ENSP00000442788" 2002 155
"17514" "ENSP00000442793" 259 31
"17515" "ENSP00000442795" 1274 93
"17516" "ENSP00000442837" 159 7
"17517" "ENSP00000442924" 1923 305
"17518" "ENSP00000442954" 2303 239
"17519" "ENSP00000442973" 454 12
"17520" "ENSP00000442982" 367 18
"17521" "ENSP00000443017" 103 1
"17522" "ENSP00000443021" 238 11
"17523" "ENSP00000443113" 543 30
"17524" "ENSP00000443130" 163 10
"17525" "ENSP00000443133" 201 13
"17526" "ENSP00000443168" 128 9
"17527" "ENSP00000443176" 576 30
"17528" "ENSP00000443189" 62 1
"17529" "ENSP00000443191" 658 29
"17530" "ENSP00000443194" 352 14
"17531" "ENSP00000443204" 1054 59
"17532" "ENSP00000443216" 79 3
"17533" "ENSP00000443246" 479 34
"17534" "ENSP00000443256" 351 10
"17535" "ENSP00000443291" 515 24
"17536" "ENSP00000443292" 452 63
"17537" "ENSP00000443319" 534 31
"17538" "ENSP00000443339" 24 0
"17539" "ENSP00000443410" 389 21
"17540" "ENSP00000443411" 304 10
"17541" "ENSP00000443432" 420 29
"17542" "ENSP00000443459" 398 23
"17543" "ENSP00000443495" 894 27
"17544" "ENSP00000443551" 396 20
"17545" "ENSP00000443598" 1083 61
"17546" "ENSP00000443631" 1234 81
"17547" "ENSP00000443647" 371 22
"17548" "ENSP00000443654" 446 48
"17549" "ENSP00000443824" 936 89
"17550" "ENSP00000443827" 431 56
"17551" "ENSP00000443917" 158 6
"17552" "ENSP00000443926" 521 24
"17553" "ENSP00000443957" 172 33
"17554" "ENSP00000443985" 1034 158
"17555" "ENSP00000443988" 328 20
"17556" "ENSP00000444029" 1506 120
"17557" "ENSP00000444052" 468 31
"17558" "ENSP00000444054" 317 15
"17559" "ENSP00000444096" 420 90
"17560" "ENSP00000444134" 311 12
"17561" "ENSP00000444136" 1173 68
"17562" "ENSP00000444149" 730 34
"17563" "ENSP00000444156" 501 15
"17564" "ENSP00000444171" 622 37
"17565" "ENSP00000444198" 275 25
"17566" "ENSP00000444201" 478 32
"17567" "ENSP00000444210" 530 70
"17568" "ENSP00000444211" 375 22
"17569" "ENSP00000444215" 186 3
"17570" "ENSP00000444278" 218 19
"17571" "ENSP00000444339" 531 16
"17572" "ENSP00000444357" 271 9
"17573" "ENSP00000444408" 541 27
"17574" "ENSP00000444411" 1578 117
"17575" "ENSP00000444412" 947 36
"17576" "ENSP00000444433" 266 16
"17577" "ENSP00000444503" 221 26
"17578" "ENSP00000444533" 486 12
"17579" "ENSP00000444537" 300 19
"17580" "ENSP00000444561" 112 5
"17581" "ENSP00000444596" 4640 241
"17582" "ENSP00000444628" 636 38
"17583" "ENSP00000444645" 1253 56
"17584" "ENSP00000444688" 1026 42
"17585" "ENSP00000444736" 319 8
"17586" "ENSP00000444743" 1450 101
"17587" "ENSP00000444747" 537 34
"17588" "ENSP00000444788" 406 11
"17589" "ENSP00000444810" 457 13
"17590" "ENSP00000444812" 553 36
"17591" "ENSP00000444850" 962 26
"17592" "ENSP00000444856" 758 20
"17593" "ENSP00000444896" 1160 132
"17594" "ENSP00000444935" 231 16
"17595" "ENSP00000444948" 393 41
"17596" "ENSP00000444950" 219 11
"17597" "ENSP00000444957" 160 3
"17598" "ENSP00000444986" 526 33
"17599" "ENSP00000445001" 606 26
"17600" "ENSP00000445002" 366 19
"17601" "ENSP00000445043" 3013 149
"17602" "ENSP00000445052" 334 12
"17603" "ENSP00000445077" 472 24
"17604" "ENSP00000445122" 372 19
"17605" "ENSP00000445135" 1062 42
"17606" "ENSP00000445162" 308 15
"17607" "ENSP00000445175" 361 13
"17608" "ENSP00000445247" 356 64
"17609" "ENSP00000445306" 1023 44
"17610" "ENSP00000445340" 610 24
"17611" "ENSP00000445359" 1251 35
"17612" "ENSP00000445366" 353 29
"17613" "ENSP00000445381" 1486 75
"17614" "ENSP00000445383" 310 16
"17615" "ENSP00000445408" 862 13
"17616" "ENSP00000445418" 464 67
"17617" "ENSP00000445440" 419 21
"17618" "ENSP00000445446" 251 5
"17619" "ENSP00000445508" 713 76
"17620" "ENSP00000445626" 589 88
"17621" "ENSP00000445633" 126 6
"17622" "ENSP00000445675" 509 30
"17623" "ENSP00000445683" 1395 67
"17624" "ENSP00000445688" 399 19
"17625" "ENSP00000445704" 256 12
"17626" "ENSP00000445725" 258 9
"17627" "ENSP00000445768" 455 35
"17628" "ENSP00000445772" 358 23
"17629" "ENSP00000445786" 139 10
"17630" "ENSP00000445806" 456 38
"17631" "ENSP00000445829" 342 19
"17632" "ENSP00000445831" 134 7
"17633" "ENSP00000445868" 231 15
"17634" "ENSP00000445905" 805 29
"17635" "ENSP00000445920" 250 14
"17636" "ENSP00000445929" 535 21
"17637" "ENSP00000445979" 536 15
"17638" "ENSP00000446007" 466 9
"17639" "ENSP00000446054" 111 11
"17640" "ENSP00000446058" 340 47
"17641" "ENSP00000446093" 930 35
"17642" "ENSP00000446099" 390 41
"17643" "ENSP00000446100" 773 45
"17644" "ENSP00000446101" 622 38
"17645" "ENSP00000446121" 387 17
"17646" "ENSP00000446184" 1297 61
"17647" "ENSP00000446205" 230 44
"17648" "ENSP00000446215" 216 12
"17649" "ENSP00000446224" 422 16
"17650" "ENSP00000446242" 406 38
"17651" "ENSP00000446252" 222 11
"17652" "ENSP00000446271" 463 34
"17653" "ENSP00000446278" 370 30
"17654" "ENSP00000446280" 1860 88
"17655" "ENSP00000446335" 420 47
"17656" "ENSP00000446460" 135 5
"17657" "ENSP00000446479" 458 24
"17658" "ENSP00000446485" 167 13
"17659" "ENSP00000446524" 57 1
"17660" "ENSP00000446680" 304 28
"17661" "ENSP00000446688" 432 50
"17662" "ENSP00000446743" 263 6
"17663" "ENSP00000446828" 308 13
"17664" "ENSP00000446830" 341 17
"17665" "ENSP00000446872" 136 8
"17666" "ENSP00000446874" 297 11
"17667" "ENSP00000446880" 1905 167
"17668" "ENSP00000446882" 350 31
"17669" "ENSP00000446902" 429 49
"17670" "ENSP00000446916" 241 15
"17671" "ENSP00000446917" 670 25
"17672" "ENSP00000446955" 151 3
"17673" "ENSP00000447000" 523 34
"17674" "ENSP00000447001" 188 10
"17675" "ENSP00000447006" 1018 68
"17676" "ENSP00000447053" 249 12
"17677" "ENSP00000447056" 67 3
"17678" "ENSP00000447057" 185 13
"17679" "ENSP00000447091" 584 28
"17680" "ENSP00000447121" 471 23
"17681" "ENSP00000447146" 145 12
"17682" "ENSP00000447149" 486 24
"17683" "ENSP00000447173" 477 27
"17684" "ENSP00000447241" 508 40
"17685" "ENSP00000447300" 476 26
"17686" "ENSP00000447378" 1857 118
"17687" "ENSP00000447431" 482 28
"17688" "ENSP00000447488" 233 10
"17689" "ENSP00000447537" 153 6
"17690" "ENSP00000447597" 595 79
"17691" "ENSP00000447650" 122 5
"17692" "ENSP00000447651" 385 18
"17693" "ENSP00000447679" 142 25
"17694" "ENSP00000447730" 238 5
"17695" "ENSP00000447731" 337 14
"17696" "ENSP00000447852" 575 31
"17697" "ENSP00000447879" 979 48
"17698" "ENSP00000447931" 531 21
"17699" "ENSP00000447942" 154 4
"17700" "ENSP00000448012" 2479 34
"17701" "ENSP00000448035" 925 140
"17702" "ENSP00000448051" 207 27
"17703" "ENSP00000448054" 326 14
"17704" "ENSP00000448059" 452 23
"17705" "ENSP00000448062" 508 20
"17706" "ENSP00000448073" 892 94
"17707" "ENSP00000448083" 888 36
"17708" "ENSP00000448165" 1248 30
"17709" "ENSP00000448182" 691 27
"17710" "ENSP00000448219" 333 7
"17711" "ENSP00000448220" 520 7
"17712" "ENSP00000448228" 545 29
"17713" "ENSP00000448248" 344 16
"17714" "ENSP00000448310" 509 36
"17715" "ENSP00000448323" 677 32
"17716" "ENSP00000448517" 443 31
"17717" "ENSP00000448536" 63 2
"17718" "ENSP00000448580" 248 8
"17719" "ENSP00000448598" 192 19
"17720" "ENSP00000448665" 192 13
"17721" "ENSP00000448680" 293 38
"17722" "ENSP00000448689" 892 89
"17723" "ENSP00000448696" 350 42
"17724" "ENSP00000448785" 244 11
"17725" "ENSP00000448789" 314 11
"17726" "ENSP00000448811" 312 12
"17727" "ENSP00000448841" 350 31
"17728" "ENSP00000448955" 694 69
"17729" "ENSP00000448998" 524 34
"17730" "ENSP00000449002" 326 16
"17731" "ENSP00000449026" 25 0
"17732" "ENSP00000449079" 316 9
"17733" "ENSP00000449089" 749 38
"17734" "ENSP00000449137" 358 44
"17735" "ENSP00000449223" 439 51
"17736" "ENSP00000449241" 1192 112
"17737" "ENSP00000449253" 638 50
"17738" "ENSP00000449270" 185 4
"17739" "ENSP00000449328" 317 17
"17740" "ENSP00000449334" 439 51
"17741" "ENSP00000449381" 473 24
"17742" "ENSP00000449404" 511 9
"17743" "ENSP00000449428" 357 15
"17744" "ENSP00000449500" 137 13
"17745" "ENSP00000449535" 686 46
"17746" "ENSP00000449544" 124 5
"17747" "ENSP00000449629" 1248 78
"17748" "ENSP00000449751" 201 16
"17749" "ENSP00000449756" 503 16
"17750" "ENSP00000449770" 160 5
"17751" "ENSP00000449784" 4284 264
"17752" "ENSP00000449795" 76 3
"17753" "ENSP00000449884" 142 13
"17754" "ENSP00000449960" 691 34
"17755" "ENSP00000449999" 188 5
"17756" "ENSP00000450040" 573 28
"17757" "ENSP00000450085" 233 20
"17758" "ENSP00000450114" 325 23
"17759" "ENSP00000450244" 806 49
"17760" "ENSP00000450281" 168 9
"17761" "ENSP00000450310" 396 19
"17762" "ENSP00000450337" 1257 45
"17763" "ENSP00000450353" 259 15
"17764" "ENSP00000450385" 208 17
"17765" "ENSP00000450436" 535 30
"17766" "ENSP00000450444" 1026 61
"17767" "ENSP00000450456" 184 25
"17768" "ENSP00000450461" 821 43
"17769" "ENSP00000450482" 391 13
"17770" "ENSP00000450524" 125 6
"17771" "ENSP00000450527" 112 8
"17772" "ENSP00000450540" 423 16
"17773" "ENSP00000450565" 422 49
"17774" "ENSP00000450580" 147 9
"17775" "ENSP00000450607" 1208 46
"17776" "ENSP00000450614" 91 2
"17777" "ENSP00000450730" 256 26
"17778" "ENSP00000450731" 232 5
"17779" "ENSP00000450742" 777 39
"17780" "ENSP00000450749" 325 16
"17781" "ENSP00000450832" 1804 111
"17782" "ENSP00000450838" 427 16
"17783" "ENSP00000450842" 351 30
"17784" "ENSP00000450853" 508 20
"17785" "ENSP00000450856" 193 0
"17786" "ENSP00000450857" 920 70
"17787" "ENSP00000450864" 820 33
"17788" "ENSP00000450895" 949 35
"17789" "ENSP00000450909" 109 5
"17790" "ENSP00000450958" 233 6
"17791" "ENSP00000450962" 252 27
"17792" "ENSP00000450980" 309 14
"17793" "ENSP00000450984" 75 7
"17794" "ENSP00000451000" 713 21
"17795" "ENSP00000451030" 490 23
"17796" "ENSP00000451040" 170 15
"17797" "ENSP00000451080" 104 5
"17798" "ENSP00000451087" 424 63
"17799" "ENSP00000451107" 424 63
"17800" "ENSP00000451112" 151 13
"17801" "ENSP00000451145" 440 42
"17802" "ENSP00000451162" 1094 12
"17803" "ENSP00000451188" 139 3
"17804" "ENSP00000451207" 424 63
"17805" "ENSP00000451211" 667 30
"17806" "ENSP00000451223" 592 67
"17807" "ENSP00000451235" 751 31
"17808" "ENSP00000451261" 318 21
"17809" "ENSP00000451263" 1118 107
"17810" "ENSP00000451270" 422 63
"17811" "ENSP00000451291" 306 12
"17812" "ENSP00000451300" 651 63
"17813" "ENSP00000451318" 199 6
"17814" "ENSP00000451369" 166 9
"17815" "ENSP00000451406" 317 9
"17816" "ENSP00000451411" 424 63
"17817" "ENSP00000451545" 424 63
"17818" "ENSP00000451560" 797 31
"17819" "ENSP00000451575" 635 39
"17820" "ENSP00000451594" 351 21
"17821" "ENSP00000451605" 317 9
"17822" "ENSP00000451648" 1061 38
"17823" "ENSP00000451712" 371 24
"17824" "ENSP00000451752" 2328 62
"17825" "ENSP00000451768" 947 60
"17826" "ENSP00000451792" 280 25
"17827" "ENSP00000451812" 116 8
"17828" "ENSP00000451818" 504 12
"17829" "ENSP00000451828" 480 22
"17830" "ENSP00000451851" 104 2
"17831" "ENSP00000451859" 424 63
"17832" "ENSP00000451866" 91 4
"17833" "ENSP00000451945" 310 38
"17834" "ENSP00000451950" 328 15
"17835" "ENSP00000451962" 178 9
"17836" "ENSP00000451974" 346 21
"17837" "ENSP00000451998" 1977 66
"17838" "ENSP00000452007" 154 6
"17839" "ENSP00000452037" 190 7
"17840" "ENSP00000452120" 1141 75
"17841" "ENSP00000452123" 272 9
"17842" "ENSP00000452126" 458 30
"17843" "ENSP00000452181" 493 16
"17844" "ENSP00000452245" 147 5
"17845" "ENSP00000452252" 1339 101
"17846" "ENSP00000452277" 309 12
"17847" "ENSP00000452280" 351 15
"17848" "ENSP00000452347" 148 10
"17849" "ENSP00000452398" 204 9
"17850" "ENSP00000452401" 145 10
"17851" "ENSP00000452414" 1174 90
"17852" "ENSP00000452454" 376 24
"17853" "ENSP00000452479" 333 18
"17854" "ENSP00000452521" 362 30
"17855" "ENSP00000452549" 273 25
"17856" "ENSP00000452552" 645 26
"17857" "ENSP00000452634" 654 37
"17858" "ENSP00000452697" 185 5
"17859" "ENSP00000452746" 416 15
"17860" "ENSP00000452762" 333 14
"17861" "ENSP00000452773" 194 12
"17862" "ENSP00000452780" 119 5
"17863" "ENSP00000452786" 788 39
"17864" "ENSP00000452793" 385 36
"17865" "ENSP00000452796" 1746 144
"17866" "ENSP00000452871" 772 62
"17867" "ENSP00000452877" 1267 130
"17868" "ENSP00000452885" 621 39
"17869" "ENSP00000452909" 169 6
"17870" "ENSP00000452948" 1150 72
"17871" "ENSP00000453012" 131 10
"17872" "ENSP00000453019" 139 5
"17873" "ENSP00000453076" 515 32
"17874" "ENSP00000453089" 283 20
"17875" "ENSP00000453129" 458 23
"17876" "ENSP00000453153" 108 7
"17877" "ENSP00000453170" 1748 76
"17878" "ENSP00000453177" 500 25
"17879" "ENSP00000453273" 691 18
"17880" "ENSP00000453281" 1363 115
"17881" "ENSP00000453293" 749 54
"17882" "ENSP00000453302" 824 72
"17883" "ENSP00000453307" 421 43
"17884" "ENSP00000453364" 189 22
"17885" "ENSP00000453399" 350 21
"17886" "ENSP00000453403" 441 25
"17887" "ENSP00000453502" 79 3
"17888" "ENSP00000453508" 2542 84
"17889" "ENSP00000453554" 192 12
"17890" "ENSP00000453665" 124 16
"17891" "ENSP00000453704" 241 24
"17892" "ENSP00000453793" 477 49
"17893" "ENSP00000453854" 1101 72
"17894" "ENSP00000453858" 681 65
"17895" "ENSP00000453872" 995 98
"17896" "ENSP00000453940" 793 8
"17897" "ENSP00000453962" 217 11
"17898" "ENSP00000453969" 534 52
"17899" "ENSP00000454012" 381 47
"17900" "ENSP00000454014" 424 37
"17901" "ENSP00000454021" 155 3
"17902" "ENSP00000454038" 427 16
"17903" "ENSP00000454062" 237 21
"17904" "ENSP00000454071" 860 39
"17905" "ENSP00000454153" 138 12
"17906" "ENSP00000454157" 1214 88
"17907" "ENSP00000454207" 568 23
"17908" "ENSP00000454229" 438 22
"17909" "ENSP00000454264" 639 21
"17910" "ENSP00000454268" 190 11
"17911" "ENSP00000454303" 878 80
"17912" "ENSP00000454322" 648 39
"17913" "ENSP00000454340" 118 7
"17914" "ENSP00000454370" 65 5
"17915" "ENSP00000454380" 235 19
"17916" "ENSP00000454386" 237 26
"17917" "ENSP00000454404" 144 6
"17918" "ENSP00000454407" 909 21
"17919" "ENSP00000454437" 177 14
"17920" "ENSP00000454468" 235 13
"17921" "ENSP00000454500" 156 5
"17922" "ENSP00000454545" 890 68
"17923" "ENSP00000454561" 117 12
"17924" "ENSP00000454562" 299 20
"17925" "ENSP00000454623" 1169 59
"17926" "ENSP00000454646" 462 21
"17927" "ENSP00000454664" 126 12
"17928" "ENSP00000454699" 261 14
"17929" "ENSP00000454746" 237 7
"17930" "ENSP00000454748" 1453 48
"17931" "ENSP00000454770" 251 15
"17932" "ENSP00000454783" 480 27
"17933" "ENSP00000454786" 293 19
"17934" "ENSP00000454804" 132 10
"17935" "ENSP00000454836" 808 32
"17936" "ENSP00000454852" 360 21
"17937" "ENSP00000454903" 204 18
"17938" "ENSP00000454913" 230 7
"17939" "ENSP00000454919" 631 36
"17940" "ENSP00000454926" 167 9
"17941" "ENSP00000454945" 226 8
"17942" "ENSP00000454973" 1400 56
"17943" "ENSP00000455026" 312 31
"17944" "ENSP00000455041" 758 33
"17945" "ENSP00000455047" 289 14
"17946" "ENSP00000455064" 515 27
